name	verified_gender	title	honorific_prefix	given_name	family_name	title_in_lords	link	life_span	birth	death	constituency	service_span	commons_service_beginning	commons_service_ending	lords_service_beginning	lords_service_ending	entire_service_beginning	entire_service_ending	house	commons_service_span
Hurst, Robert (Mr)	m	Mr	Mr	Robert	Hurst	unknown	mr-robert-hurst-1	1788 - 1857	1788	1857	['Horsham', 'Horsham']	[' December 10, 1832 - June 29, 1841', ' May  1, 1844 - July 29, 1847']	1832	1847	unknown	unknown	1832	1847	commons	12
Hurt, Francis (Mr)	m	Mr	Mr	Francis	Hurt	unknown	mr-francis-hurt	1781 - 1854	1781	1854	['Derbyshire Southern']	[' July 24, 1837 - June 29, 1841']	1837	1841	unknown	unknown	1837	1841	commons	4
Husband, John (Mr)	m	Mr	Mr	John	Husband	unknown	mr-john-husband	1839 - 1919	1839	1919	['Cricklade']	[' July  4, 1892 - July 13, 1895']	1892	1895	unknown	unknown	1892	1895	commons	3
Huskisson, William (Mr)	m	Mr	Mr	William	Huskisson	unknown	mr-william-huskisson	March 11, 1770 - September 15, 1830	1770	1830	['Liskeard', 'Harwich', 'Chichester', 'Liverpool']	[' March  9, 1804 - May  8, 1807', ' May  7, 1807 - October  6, 1812', ' October  5, 1812 - December 31, 1823', ' February 15, 1823 - November 30, 1830']	1804	1830	unknown	unknown	1804	1830	commons	26
Hussey, Ambrose (Mr)	m	Mr	Mr	Ambrose	Hussey	unknown	mr-ambrose-hussey	 - 1849	unknown	1849	['Salisbury']	[' May  4, 1843 - 1846']	1843	1846	unknown	unknown	1843	1846	commons	3
Hussey, Marmaduke (Mr)	m	Mr	Mr	Marmaduke	Hussey	Lord Hussey of North Bradley September 11, 1996 - December 27, 2006	mr-marmaduke-hussey	August 29, 1923 - December 27, 2006	1923	2006	['unknown']	['unknown']	unknown	unknown	1996	2006	1996	2006	lords	unknown
Hussey, Thomas (Mr)	m	Mr	Mr	Thomas	Hussey	unknown	mr-thomas-hussey-1	1749 - April  1, 1824	1749	1824	['Aylesbury']	[' February 14, 1809 - December 31, 1814']	1809	1814	unknown	unknown	1809	1814	commons	5
Hussey, Thomas (Mr)	m	Mr	Mr	Thomas	Hussey	unknown	mr-thomas-hussey	1814 - 1894	1814	1894	['Lyme Regis']	[' June 29, 1841 - July 29, 1847']	1841	1847	unknown	unknown	1841	1847	commons	6
Hussey, William (Mr)	m	Mr	Mr	William	Hussey	unknown	mr-william-hussey	January  1, 1725 - January 26, 1813	1725	1813	['Salisbury']	[' October  7, 1774 - December 31, 1813']	1774	1813	unknown	unknown	1774	1813	commons	39
Hutchins, Edward (Mr)	m	Mr	Mr	Edward	Hutchins	unknown	mr-edward-hutchins	1809 - 1876	1809	1876	['Penryn and Falmouth', 'Lymington']	[' January 23, 1840 - June 29, 1841', ' April 30, 1850 - March 27, 1857']	1840	1857	unknown	unknown	1840	1857	commons	8
Hutchinson, Charles (Mr)	m	Mr	Mr	Charles	Hutchinson	unknown	mr-charles-hutchinson	1850 - November 15, 1907	1850	1907	['Rye']	[' March 17, 1903 - January 12, 1906']	1903	1906	unknown	unknown	1903	1906	commons	3
Hutchinson, Geoffrey (Sir)	m	Sir	Sir	Geoffrey	Hutchinson	Baron Ilford May 14, 1962 - August 21, 1974	sir-geoffrey-hutchinson	1893 - August 20, 1974	1893	1974	['Ilford', 'Ilford North']	[' June 29, 1937 - July  5, 1945', ' February 23, 1950 - February  2, 1954']	1937	1954	1962	1974	1937	1974	commons_lords	12
Hutchinson, Hugh (Mr)	m	Mr	Mr	Hugh	Hutchinson	unknown	mr-hugh-hutchinson	December 13, 1904 - 1983	1904	1983	['Manchester Rusholme']	[' July  5, 1945 - February 23, 1950']	1945	1950	unknown	unknown	1945	1950	commons	5
Hutchinson, Jeremy (Mr)	m	Mr	Mr	Jeremy	Hutchinson	Lord Hutchinson of Lullington May 16, 1978 -	mr-jeremy-hutchinson	March 28, 1915 -	1915	unknown	['unknown']	['unknown']	unknown	unknown	1978	unknown	1978	1978	lords	unknown
Hutchinson, John (Mr)	m	Mr	Mr	John	Hutchinson	Baron Hutchinson of Alexandria and Knocklofty December  5, 1801 - June 29, 1832	mr-john-hutchinson-3	May 15, 1757 - June 29, 1832	1757	1832	['unknown']	['unknown']	unknown	unknown	1801	1832	1801	1832	lords	unknown
Hutchinson, John (Mr)	m	Mr	Mr	John	Hutchinson	Viscount Hutchinson of Knocklofty February 22, 1866 - December  5, 1900	mr-john-hutchinson-2	March  2, 1848 - December  5, 1900	1848	1900	['unknown']	['unknown']	unknown	unknown	1866	1900	1866	1900	lords	unknown
Hutchinson, John (Mr)	m	Mr	Mr	John	Hutchinson	Viscount Hutchinson of Knocklofty October 19, 1948 - December 31, 1981	mr-john-hutchinson-4	November 12, 1902 - 1981	1902	1981	['unknown']	['unknown']	unknown	unknown	1948	1981	1948	1981	lords	unknown
Hutchinson, John (Mr)	m	Mr	Mr	John	Hutchinson	unknown	mr-john-hutchinson	1822 - 1882	1822	1882	['Halifax']	[' February 21, 1877 - 1882']	1877	1882	unknown	unknown	1877	1882	commons	5
Hutchinson, John (Mr)	m	Mr	Mr	John	Hutchinson	unknown	mr-john-hutchinson-1	1787 - September 14, 1851	1787	1851	['Tipperary', 'Tipperary']	[' June 28, 1826 - August 21, 1830', ' May 12, 1831 - August  8, 1832']	1826	1832	unknown	unknown	1826	1832	commons	5
Hutchinson, Richard (Mr)	m	Mr	Mr	Richard	Hutchinson	Viscount Hutchinson of Knocklofty July 14, 1821 - August 22, 1825	mr-richard-hutchinson-1	January 29, 1756 - August 22, 1825	1756	1825	['unknown']	['unknown']	unknown	unknown	1821	1825	1821	1825	lords	unknown
Hutchinson, Richard (Mr)	m	Mr	Mr	Richard	Hutchinson	Viscount Hutchinson of Knocklofty January  1, 1981 - November 11, 1999	mr-richard-hutchinson-2	August  8, 1927 -	1927	unknown	['unknown']	['unknown']	unknown	unknown	1981	1999	1981	1999	lords	unknown
Hutchinson, Richard (Mr)	m	Mr	Mr	Richard	Hutchinson	Viscount Hutchinson of Knocklofty September 14, 1851 - February 22, 1866	mr-richard-hutchinson	April  4, 1823 - February 22, 1866	1823	1866	['unknown']	['unknown']	unknown	unknown	1851	1866	1851	1866	lords	unknown
Hutchinson, Richard (Mr)	m	Mr	Mr	Richard	Hutchinson	Viscount Hutchinson of Knocklofty December  5, 1900 - October 19, 1948	mr-richard-hutchinson-3	March  2, 1875 - October 19, 1948	1875	1948	['unknown']	['unknown']	unknown	unknown	1900	1948	1900	1948	lords	unknown
Hutchison, George (Lieut-Colonel Sir)	m	Lieut-Colonel Sir	Lieut-Colonel Sir	George	Hutchison	unknown	lieut-colonel-sir-george-hutchison	January  4, 1903 - 2002	1903	2002	['Edinburgh West']	[' July 12, 1941 - October  8, 1959']	1941	1959	unknown	unknown	1941	1959	commons	18
Hutchison, George (Sir)	m	Sir	Sir	George	Hutchison	unknown	sir-george-hutchison	1873 - December 22, 1928	1873	1928	['Midlothian and Peeblesshire Northern', 'Midlothian and Peeblesshire Northern']	[' November 15, 1922 - December  6, 1923', ' October 29, 1924 - December 22, 1928']	1922	1928	unknown	unknown	1922	1928	commons	5
Hutchison, James (Mr)	m	Mr	Mr	James	Hutchison	unknown	mr-james-hutchison	1893 - February 24, 1979	1893	1979	['Glasgow Central', 'Glasgow Scotstoun']	[' July  5, 1945 - February 23, 1950', ' October 25, 1950 - October  8, 1959']	1945	1959	unknown	unknown	1945	1959	commons	14
Hutchison, Michael (Mr)	m	Mr	Mr	Michael	Hutchison	unknown	mr-michael-hutchison	February 26, 1914 - 1993	1914	1993	['Edinburgh South']	[' May 29, 1957 - May  3, 1979']	1957	1979	unknown	unknown	1957	1979	commons	22
Hutchison, Robert (Major-General Sir)	m	Major-General Sir	Major-General Sir	Robert	Hutchison	1st Baron Hutchison of Montrose 1932 - June 13, 1950	major-general-sir-robert-hutchison	1873 - June 13, 1950	1873	1950	['Kirkcaldy District of Burghs', 'Montrose District of Burghs', 'Montrose District of Burghs']	[' November 15, 1922 - December  6, 1923', ' October 29, 1924 - October 27, 1931', ' October 27, 1931 - June  7, 1932']	1922	1932	1932	1950	1922	1950	commons_lords	9
Hutchison, William (Mr)	m	Mr	Mr	William	Hutchison	unknown	mr-william-hutchison	1866 - May  1, 1924	1866	1924	['Glasgow Kelvingrove']	[' November 15, 1922 - May  1, 1924']	1922	1924	unknown	unknown	1922	1924	commons	2
Hutchison, William (Mr)	m	Mr	Mr	William	Hutchison	unknown	mr-william-hutchison-1	September 26, 1904 - July 18, 1975	1904	1975	['Romford']	[' October 27, 1931 - November 14, 1935']	1931	1935	unknown	unknown	1931	1935	commons	4
Hutt, William (Sir)	m	Sir	Sir	William	Hutt	unknown	sir-william-hutt	1801 - 1882	1801	1882	['Kingston upon Hull', 'Gateshead']	[' December 10, 1832 - June 29, 1841', ' June 29, 1841 - January 31, 1874']	1832	1874	unknown	unknown	1832	1874	commons	42
Hutton, Alfred (Mr)	m	Mr	Mr	Alfred	Hutton	unknown	mr-alfred-hutton	1865 - May 30, 1947	1865	1947	['Morley']	[' July  4, 1892 - January 15, 1910']	1892	1910	unknown	unknown	1892	1910	commons	18
Hutton, James (Mr)	m	Mr	Mr	James	Hutton	unknown	mr-james-hutton	1826 - 1890	1826	1890	['Manchester North']	[' November 24, 1885 - July  1, 1886']	1885	1886	unknown	unknown	1885	1886	commons	1
Hutton, James (Mr)	m	Mr	Mr	James	Hutton	Lord Hutton January  6, 1997 -	mr-james-hutton-1	June 29, 1931 -	1931	unknown	['unknown']	['unknown']	unknown	unknown	1997	unknown	1997	1997	lords	unknown
Hutton, John (Mr)	m	Mr	Mr	John	Hutton	unknown	mr-john-hutton	May  6, 1955 -	1955	unknown	['Barrow and Furness']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
Hutton, John (Mr)	m	Mr	Mr	John	Hutton	unknown	mr-john-hutton-1	1847 - December 19, 1921	1847	1921	['Northallerton', 'Richmond']	[' November 17, 1868 - January 31, 1874', ' July 13, 1895 - January 12, 1906']	1868	1906	unknown	unknown	1868	1906	commons	17
Hutton, Robert (Mr)	m	Mr	Mr	Robert	Hutton	unknown	mr-robert-hutton	 - 1870	unknown	1870	['Dublin']	[' July 24, 1837 - June 29, 1841']	1837	1841	unknown	unknown	1837	1841	commons	4
Hyde,  (Lord)	m	Lord	Lord	None	Hyde	5th Earl of Clarendon 1870 - October  2, 1914	lord-hyde	1846 - October  2, 1914	1846	1914	['Brecon']	[' April 24, 1869 - June 27, 1870']	1869	1870	1870	1914	1869	1914	commons_lords	1
Hyde, Clarendon (Mr)	m	Mr	Mr	Clarendon	Hyde	unknown	mr-clarendon-hyde	1858 - June 24, 1934	1858	1934	['Wednesbury']	[' January 12, 1906 - January 15, 1910']	1906	1910	unknown	unknown	1906	1910	commons	4
Hyde, Harford (Mr)	m	Mr	Mr	Harford	Hyde	unknown	mr-harford-hyde	August 14, 1907 - August 10, 1989	1907	1989	['Belfast North']	[' February 23, 1950 - October  8, 1959']	1950	1959	unknown	unknown	1950	1959	commons	9
Hyde, John (Mr)	m	Mr	Mr	John	Hyde	unknown	mr-john-hyde	1775 - 1832	1775	1832	['Youghal']	[' March 15, 1820 - June 14, 1826']	1820	1826	unknown	unknown	1820	1826	commons	6
Hyett, William (Mr)	m	Mr	Mr	William	Hyett	unknown	mr-william-hyett	1795 - 1877	1795	1877	['Stroud']	[' December 10, 1832 - January  6, 1835']	1832	1835	unknown	unknown	1832	1835	commons	3
Hylton-Foster, Audrey (Ms)	f	Ms	Ms	Audrey	Hylton-Foster	Baroness Hylton-Foster December  7, 1965 - October 31, 2002	ms-audrey-hylton-foster	May 19, 1908 - October 31, 2002	1908	2002	['unknown']	['unknown']	unknown	unknown	1965	2002	1965	2002	lords	unknown
Hylton-Foster, Harry (Sir)	m	Sir	Sir	Harry	Hylton-Foster	unknown	sir-harry-hylton-foster	April 10, 1905 - September  2, 1965	1905	1965	['York', 'Cities of London and Westminster']	[' February 23, 1950 - October  8, 1959', ' October  8, 1959 - September  2, 1965']	1950	1965	unknown	unknown	1950	1965	commons	15
Hynd, Henry (Mr)	m	Mr	Mr	Henry	Hynd	unknown	mr-henry-hynd	July  4, 1900 - February  1, 1985	1900	1985	['Hackney Central', 'Accrington']	[' July  5, 1945 - February 23, 1950', ' February 23, 1950 - March 31, 1966']	1945	1966	unknown	unknown	1945	1966	commons	21
Hynd, John (Mr)	m	Mr	Mr	John	Hynd	unknown	mr-john-hynd	April  4, 1902 - November  8, 1971	1902	1971	['Sheffield Attercliffe']	[' February 21, 1944 - June 18, 1970']	1944	1970	unknown	unknown	1944	1970	commons	26
Jack, Michael (Mr)	m	Mr	Mr	Michael	Jack	unknown	mr-michael-jack	September 17, 1946 -	1946	unknown	['Fylde']	[' June 11, 1987 - ?']	1987	unknown	unknown	unknown	1987	1987	commons	unknown
Jacks, William (Mr)	m	Mr	Mr	William	Jacks	unknown	mr-william-jacks	1841 - August  9, 1907	1841	1907	['Leith District of Burghs', 'Stirlingshire']	[' November 24, 1885 - July  1, 1886', ' July  4, 1892 - July 13, 1895']	1885	1895	unknown	unknown	1885	1895	commons	4
Jackson, Francis (Mr)	m	Mr	Mr	Francis	Jackson	unknown	mr-francis-jackson	1870 - March  9, 1947	1870	1947	['Howdenshire']	[' February 10, 1915 - November  3, 1926']	1915	1926	unknown	unknown	1915	1926	commons	11
Jackson, Frank (Mr)	m	Mr	Mr	Frank	Jackson	unknown	mr-frank-jackson	June 12, 1919 - March 29, 1976	1919	1976	['Derbyshire South East']	[' October  8, 1959 - October 15, 1964']	1959	1964	unknown	unknown	1959	1964	commons	5
Jackson, George (Mr)	m	Mr	Mr	George	Jackson	Baron Allerton April  4, 1917 - January 29, 1925	mr-george-jackson-1	January 20, 1867 - January 29, 1925	1867	1925	['unknown']	['unknown']	unknown	unknown	1917	1925	1917	1925	lords	unknown
Jackson, George (Mr)	m	Mr	Mr	George	Jackson	unknown	mr-george-jackson	December  6, 1921 - 1981	1921	1981	['Brighouse and Spenborough', 'Brighouse and Spenborough']	[' October 15, 1964 - June 18, 1970', ' February 28, 1974 - May  3, 1979']	1964	1979	unknown	unknown	1964	1979	commons	11
Jackson, Glenda (Ms)	f	Ms	Ms	Glenda	Jackson	unknown	ms-glenda-jackson	May  9, 1936 -	1936	unknown	['Hampstead and Highgate']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
Jackson, Helen (Mrs)	f	Mrs	Mrs	Helen	Jackson	unknown	mrs-helen-jackson	May 19, 1939 -	1939	unknown	['Sheffield Hillsborough']	[' April  9, 1992 - May  5, 2005']	1992	2005	unknown	unknown	1992	2005	commons	13
Jackson, Henry (Mr)	m	Mr	Mr	Henry	Jackson	unknown	mr-henry-jackson	1831 - 1881	1831	1881	['Coventry', 'Coventry']	[' July 23, 1867 - November 17, 1868', ' January 31, 1874 - 1881']	1867	1881	unknown	unknown	1867	1881	commons	8
Jackson, Henry (Sir)	m	Sir	Sir	Henry	Jackson	unknown	sir-henry-jackson	1875 - February 23, 1937	1875	1937	['Wandsworth Central', 'Wandsworth Central']	[' October 29, 1924 - May 30, 1929', ' October 27, 1931 - February 23, 1937']	1924	1937	unknown	unknown	1924	1937	commons	11
Jackson, John (Mr)	m	Mr	Mr	John	Jackson	unknown	mr-john-jackson	1862 - November 25, 1937	1862	1937	['Whitehaven']	[' January 15, 1910 - December  3, 1910']	1910	1910	unknown	unknown	1910	1910	commons	0
Jackson, John (Sir)	m	Sir	Sir	John	Jackson	unknown	sir-john-jackson-1	December 30, 1763 - May 17, 1820	1763	1820	['Dover']	[' November  6, 1806 - December 31, 1820']	1806	1820	unknown	unknown	1806	1820	commons	14
Jackson, John (Sir)	m	Sir	Sir	John	Jackson	unknown	sir-john-jackson	1851 - December 14, 1919	1851	1919	['Devonport']	[' January 15, 1910 - December 14, 1918']	1910	1918	unknown	unknown	1910	1918	commons	8
Jackson, Joseph (Mr)	m	Mr	Mr	Joseph	Jackson	unknown	mr-joseph-jackson-1	1879 - April 26, 1938	1879	1938	['Heywood and Radcliffe']	[' October 27, 1931 - November 14, 1935']	1931	1935	unknown	unknown	1931	1935	commons	4
Jackson, Joseph (Mr)	m	Mr	Mr	Joseph	Jackson	unknown	mr-joseph-jackson	1783 - 1857	1783	1857	['Bandon', 'Dublin University']	[' January  6, 1835 - February 11, 1842', ' February 11, 1842 - 1842']	1835	1842	unknown	unknown	1835	1842	commons	7
Jackson, Josias (Mr)	m	Mr	Mr	Josias	Jackson	unknown	mr-josias-jackson	June 28, 1765 - August 30, 1819	1765	1819	['Southampton']	[' May  5, 1807 - October 10, 1812']	1807	1812	unknown	unknown	1807	1812	commons	5
Jackson, Margaret (Miss)	f	Miss	Miss	Margaret	Jackson	unknown	miss-margaret-jackson	January 15, 1943 -	1943	unknown	['Lincoln', 'Derby South']	[' October 10, 1974 - May  3, 1979', ' June  9, 1983 - ?']	1974	unknown	unknown	unknown	1974	1974	commons	unknown
Jackson, Peter (Mr)	m	Mr	Mr	Peter	Jackson	unknown	mr-peter-jackson	October 14, 1928 -	1928	unknown	['High Peak']	[' March 31, 1966 - June 18, 1970']	1966	1970	unknown	unknown	1966	1970	commons	4
Jackson, Ralph (Mr)	m	Mr	Mr	Ralph	Jackson	unknown	mr-ralph-jackson	1806 - 1880	1806	1880	['Hartlepools, The']	[' November 17, 1868 - January 31, 1874']	1868	1874	unknown	unknown	1868	1874	commons	6
Jackson, Richard (Mr)	m	Mr	Mr	Richard	Jackson	unknown	mr-richard-jackson	1850 - June 10, 1938	1850	1938	['Greenwich']	[' January 12, 1906 - January 15, 1910']	1906	1910	unknown	unknown	1906	1910	commons	4
Jackson, Robert (Mr)	m	Mr	Mr	Robert	Jackson	unknown	mr-robert-jackson-1	1880 - January 28, 1951	1880	1951	['Ipswich']	[' December  6, 1923 - October 29, 1924']	1923	1924	unknown	unknown	1923	1924	commons	1
Jackson, Robert (Mr)	m	Mr	Mr	Robert	Jackson	unknown	mr-robert-jackson	September 24, 1946 -	1946	unknown	['Wantage', 'Wantage']	[' June  9, 1983 - January 15, 2005', ' January 15, 2005 - May  5, 2005']	1983	2005	unknown	unknown	1983	2005	commons	22
Jackson, Stewart (Mr)	m	Mr	Mr	Stewart	Jackson	unknown	mr-stewart-jackson	March 31, 1965 -	1965	unknown	['Peterborough']	[' May  5, 2005 - ?']	2005	unknown	unknown	unknown	2005	2005	commons	unknown
Jackson, William (Mr)	m	Mr	Mr	William	Jackson	1st Baron Allerton 1902 - April  4, 1917	mr-william-jackson	1840 - April  4, 1917	1840	1917	['Leeds', 'Leeds North']	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - July 17, 1902']	1880	1902	1902	1917	1880	1917	commons_lords	22
Jackson, William (Mr)	m	Mr	Mr	William	Jackson	Baron Jackson 1945 - May  2, 1954	mr-william-jackson-1	1893 - May  2, 1954	1893	1954	['Breconshire and Radnorshire']	[' August  1, 1939 - July  5, 1945']	1939	1945	1945	1954	1939	1954	commons_lords	6
Jackson, William (Sir)	m	Sir	Sir	William	Jackson	unknown	sir-william-jackson	1805 - 1876	1805	1876	['Newcastle upon Tyne', 'Derbyshire Northern']	[' July 29, 1847 - July 11, 1865', ' July 11, 1865 - November 17, 1868']	1847	1868	unknown	unknown	1847	1868	commons	21
Jackson, Willis (Mr)	m	Mr	Mr	Willis	Jackson	Baron Jackson of Burnley January 19, 1967 - February 17, 1970	mr-willis-jackson	October 29, 1904 - February 17, 1970	1904	1970	['unknown']	['unknown']	unknown	unknown	1967	1970	1967	1970	lords	unknown
Jacob, Albert (Mr)	m	Mr	Mr	Albert	Jacob	unknown	mr-albert-jacob	1858 - February 26, 1929	1858	1929	['Liverpool East Toxteth']	[' October 29, 1924 - February 26, 1929']	1924	1929	unknown	unknown	1924	1929	commons	5
Jacob, Ebenezer (Mr)	m	Mr	Mr	Ebenezer	Jacob	unknown	mr-ebenezer-jacob	 -	unknown	unknown	['Dungarvan']	[' February 15, 1834 - January 12, 1835']	1834	1835	unknown	unknown	1834	1835	commons	1
Jacob, William (Mr)	m	Mr	Mr	William	Jacob	unknown	mr-william-jacob	1762 - December 17, 1851	1762	1851	['Westbury', 'Rye']	[' October 31, 1806 - May  6, 1807', ' July 15, 1808 - October  6, 1812']	1806	1812	unknown	unknown	1806	1812	commons	5
Jacobs, David (Mr)	m	Mr	Mr	David	Jacobs	Lord Jacobs October 18, 1997 -	mr-david-jacobs	November  1, 1931 -	1931	unknown	['unknown']	['unknown']	unknown	unknown	1997	unknown	1997	1997	lords	unknown
Jacobsen, Thomas (Mr)	m	Mr	Mr	Thomas	Jacobsen	unknown	mr-thomas-jacobsen	1864 - June 15, 1941	1864	1941	['Hyde']	[' March 29, 1916 - December 14, 1918']	1916	1918	unknown	unknown	1916	1918	commons	2
Jacobson, Sydney (Mr)	m	Mr	Mr	Sydney	Jacobson	Baron Jacobson July 16, 1975 - August 13, 1988	mr-sydney-jacobson	October 26, 1908 - August 13, 1988	1908	1988	['unknown']	['unknown']	unknown	unknown	1975	1988	1975	1988	lords	unknown
Jacoby, James (Sir)	m	Sir	Sir	James	Jacoby	unknown	sir-james-jacoby	1852 - June 23, 1909	1852	1909	['Derbyshire Mid']	[' November 24, 1885 - June 23, 1909']	1885	1909	unknown	unknown	1885	1909	commons	24
Jacques, John (Mr)	m	Mr	Mr	John	Jacques	Lord Jacques July 11, 1968 - December 20, 1995	mr-john-jacques	January 11, 1905 - December 20, 1995	1905	1995	['unknown']	['unknown']	unknown	unknown	1968	1995	1968	1995	lords	unknown
Jaffray, John (Mr)	m	Mr	Mr	John	Jaffray	unknown	mr-john-jaffray	 - April  1, 1832	unknown	1832	['East Retford']	[' July  5, 1802 - October 29, 1806']	1802	1806	unknown	unknown	1802	1806	commons	4
Jagger, John (Mr)	m	Mr	Mr	John	Jagger	unknown	mr-john-jagger	1872 - July  9, 1942	1872	1942	['Manchester Clayton']	[' November 14, 1935 - July  9, 1942']	1935	1942	unknown	unknown	1935	1942	commons	7
Jakobovits, Immanuel (Mr)	m	Mr	Mr	Immanuel	Jakobovits	Baron Jakobovits February  5, 1988 - October 31, 1999	mr-immanuel-jakobovits	February  8, 1921 - October 31, 1999	1921	1999	['unknown']	['unknown']	unknown	unknown	1988	1999	1988	1999	lords	unknown
James, Archibald (Wing Commander)	m	Wing Commander	Wing Commander	Archibald	James	unknown	wing-commander-archibald-james	1893 - 1980	1893	1980	['Wellingborough']	[' October 27, 1931 - July  5, 1945']	1931	1945	unknown	unknown	1931	1945	commons	14
James, Charles (Mr)	m	Mr	Mr	Charles	James	unknown	mr-charles-james	1817 - 1890	1817	1890	['Merthyr Tydfil']	[' March 31, 1880 - 1888']	1880	1888	unknown	unknown	1880	1888	commons	8
James, Christopher (Mr)	m	Mr	Mr	Christopher	James	Lord Northbourne June 17, 1982 - November 11, 1999	mr-christopher-james	February 18, 1926 -	1926	unknown	['unknown']	['unknown']	unknown	unknown	1982	1999	1982	1999	lords	unknown
James, Colin (Mr)	m	Mr	Mr	Colin	James	Lord Bishop of Winchester July 13, 1982 - November 14, 1995	mr-colin-james	September 20, 1926 - November 14, 1995	1926	1995	['unknown']	['unknown']	unknown	unknown	1982	1995	1982	1995	lords	unknown
James, Cuthbert (Lieut-Colonel Hon.)	m	Lieut-Colonel Hon.	Lieut-Colonel Hon.	Cuthbert	James	unknown	lieut-colonel-hon-cuthbert-james	1872 - July 21, 1930	1872	1930	['Bromley']	[' December 17, 1919 - July 21, 1930']	1919	1930	unknown	unknown	1919	1930	commons	11
James, David (Mr)	m	Mr	Mr	David	James	unknown	mr-david-james	1919 - 1986	1919	1986	['Brighton Kemptown', 'Dorset North']	[' October  8, 1959 - October 15, 1964', ' June 18, 1970 - May  3, 1979']	1959	1979	unknown	unknown	1959	1979	commons	14
James, Edward (Mr)	m	Mr	Mr	Edward	James	unknown	mr-edward-james	 - 1867	unknown	1867	['Manchester']	[' July 11, 1865 - November  3, 1867']	1865	1867	unknown	unknown	1865	1867	commons	2
James, Edwin (Mr)	m	Mr	Mr	Edwin	James	unknown	mr-edwin-james	1812 - 1882	1812	1882	['Marylebone']	[' April 28, 1859 - April 18, 1861']	1859	1861	unknown	unknown	1859	1861	commons	2
